timestamp,speaker,words,tags
[00:06:06],Mansi," Enough representation of yourself out there, or, um, do you think it should be improved? In terms of like how we have students out? Mm-hmm. In our, especially industrial engineering. I don't remember any friend from industrial engineering so far.",
[00:06:22],Professor Li," Oh, okay. Indeed. Yeah. I think, um, for undergraduate students, maybe in general, there are 30% Mm.",ISU Diversity
[00:06:31],Professor Li," Okay. Of female students, I think in general. And, uh, when you go to like, uh, graduate studies and then, uh, professional career, I think the, uh, the ratio is decreasing actually. Okay. So undergraduate, actually the ratio of female, it's actually the biggest. That's my impression. And then as you, uh, To move higher in education, et cetera?",ISU Diversity
[00:06:58],Professor Li," Uh, female? Yeah. In general, I think it's di decreasing. For example, for, I think for tenure track, uh, faculty. Now in I s u, uh, female in engineering is roughly 25%, um, 20 or 25%. I cannot remember. But you can see, uh, it's relatively, uh, small compared with male. Um, I think that's fair. It's. Because of the Like one thing is the gender dif",ISU Diversity
[00:07:28],Professor Li," Yeah, yeah, yeah. Being like Right. Interest, et cetera. Maybe for me, I see that like I'm more interested in certain things, right? Compare, like for example, my husband is very interested hands on like those electronics, right? I feel like. In general, um, the interest, uh, there's a difference. And then there is also family situations, right?",ISU Diversity
[00:07:54],Professor Li," Yeah. I think, uh, the, the biggest challenge for female is, is especially when they go to their career, they're at the age of like having children, taking care of their family, et cetera. Uh, I think that's very challenging for most of the, uh, females, right? Um, like I, I still remember the time like. Well, for example, childbirth.",ISU Diversity
[00:08:17],Professor Li," I think it's, it's, uh, I mean it's very challenging for female deaf and I feel like I, it almost took me three years to fully recover. Yes. From the childbirth, you know, like your, uh, energy, uh, yeah. Those type of things. And, uh, I think more naturally moms tend to take care of their babies. Right. More carefully, like et cetera, tend to spend",ISU Diversity
[00:08:47],Professor Li," I think, yeah, these are all the, uh, realities, um, that affect the, I I would see the ratio of. A female, uh, female in like professional, I mean, engineering field is especially STEM field.",ISU Diversity
[00:09:01],Mansi," Yeah, absolutely. No, um, that's, that totally makes sense because that is what the reality is. Um, so far, uh, we have seen around.",
[00:09:09],Mansi," Um, well, uh, thank you so much for sharing all like your website. experience. Oh, no problem. Just changing the gears a little bit, uh, we will, I would definitely, uh, would love to know more about what you are currently, maybe if you're working on any research mm-hmm. Or if, if you wanna share any memorable accomplishment, um, which you would like us to share on",
[00:09:30],Professor Li," Mm-hmm. Um, uh, well, I would say, um, well I would definitely, uh, see like female. I mean this underrepresented, uh, underrepresented like faculties are a blessing to the students. I can imagine. Yeah. Um, like if the students see no female professors right. In engineering department, I, yeah, I, I can see that indeed affect people's, uh, choices opinions when they, uh, make their decisions.",Representation
[00:10:06],Professor Li," Uh, I definitely think that's valuable. Uh, at the same time, I feel like now, It's getting better and better, right? I read about, uh, like previously, women are not, not allowed to attend for marathon. Not allowed, you know, a lot of things, but now I think it's getting better and better. Um, can compete a lot of times fairly with, uh, yeah, other",Representation
[00:10:33],Professor Li," So I think it's getting better, uh, considering contributions. Uh, I, so now I'm doing, uh, statistical quality assurance. And the healthcare data analytics, machine learning related, uh, methodology and applications. Mm-hmm. Um, for, yeah, there are a lot of people doing this for, um, for contributions, I would see like, um, how can I say that?",Representation
[00:11:01],Professor Li," Uh, I would say, yeah, we, we, we do our work, right? Try to treat, uh, our job. Seriously, um, do as best as we can, uh, advise students, et cetera. Yeah. Like I, I think like any other professors are doing.",Representation
[00:11:18],Mansi," Absolutely. Um, yeah, I was more into, uh, asking about more about your particular, if you are doing any research work right now mm-hmm.",
[00:11:27],Mansi," Which you would like to share, elaborate, um, just. People who are watching, uh, who would be watching it or reading about, um, the interview if they are into that kind of research. Um, oh yeah, yeah. Definitely Share more about your",
[00:11:42],Professor Li," research. Sure, sure. Um, so now my research is mainly in like, uh, quality related, uh, research.",Accomplishment
[00:11:51],Professor Li," Like, like on the data side, like for example, in advance the manufacturing. Mm-hmm. Uh, especially in like, for example, three D printing, uh, the quality. The effectiveness, right? Of the manufacturing process and the products. These are very important, especially in sectors like, um, uh, like when you are ma making air aircraft, et cetera, right?",Accomplishment
[00:12:14],Professor Li," For those NASA projects, the. Uh, products are very important. So, uh, one area of my research is in like trying to evaluating, monitoring the processes, inspecting the, uh, quality of the products and how we can, uh, improve the, uh, manufacturing and, uh, inspection, um, processes. This is one area. Another area is in, uh, health, healthcare, data",Accomplishment
[00:12:46],Professor Li," And, uh, so nowadays, like when you go to hospital, actually you, you can see they collect a lot of data, your demographics data and, uh, when they do, for example, lab test results and when you, uh, need to stay in the hospital, they also, yeah, collect all this like vital sign data, et cetera. Um, so how can we, uh, use, utilize all this data to,",Accomplishment
[00:13:15],Professor Li," Healthcare practitioners to make decisions, allocate resources, et cetera. So that's mainly the second, um, area of my focus. Mm-hmm.",Accomplishment
[00:13:25],Mansi," Okay. Yeah. So you talked, uh, earlier you talked that your main area of focus or your interest is in statistics, and then right now you're talking about use of data in different Yeah.",
[00:13:37],Mansi, Yes. Right. So,
[00:13:38],Professor Li," yeah, I would say it becomes more and more, uh, I mean, Because I realize, oh, how useful data can be. Um, so, so from, for now, I think it's really, um, pro motivated by real problems. So it depends on, okay, what are the problems? And uh, so then we try to develop and identify methods to solve these problems.",Research
[00:14:03],Professor Li," Um, so it depends on the problem rate. Sometimes we may need to use statistical modeling. Sometimes maybe we need to, uh, combine like statistics and, uh, tradi, I mean machine learning or deep planning. So it really depends on the problem. Um, it's, especially now you can see like the boundaries. Um, I mean there are a lot of interdisciplinary rese",Research
[00:14:29],Professor Li," I, I think most of the complex problems now cannot be solved by people from one field. Right. It has to be a, um, integration. I mean, it has to be, uh, uh, let's see, efforts from different expertise. That's just the how things work now, I think. Yeah, absolutely.",Research
[00:14:51],Mansi," Yeah. So, uh, and this is just, uh, based on your, um, Kind of experience and what you do right now in terms of, and me being curious student from data and information systems, what kind of, um, applications do, uh, do you use?",
[00:15:10],Mansi," Um, if you want to, uh, glance it over",
[00:15:13],Professor Li," that? Well, by applications do you mean what kind of fields this research can be used? So the",
[00:15:21],Mansi," application, so for example, for data, I think we use R",
[00:15:26],Professor Li," Oh, you mean software? Yeah, software. I'm so sorry. Oh, oh, I see, I see. I think in academia, uh, like especially instead, people like to use r.",
[00:15:36],Professor Li," Um, but I think, uh, now more and more people use Python. Mm. Because it's very powerful in, uh, doing deep learning, machine learning type of things. And in industry, I think a lot of people use Python and some people may also use Met Lab. Um, okay. Yes. I think this are the main software, uh, people used.",
[00:15:59],Mansi, Okay.,
[00:15:59],Mansi," Thank you. Um, okay, so moving on to a kind of a different, uh, topic. So this is more about what do you think, um, mentorship and networking has played a role in your career so far? Mm-hmm. So how important was mentorship and networking for you so far?",
[00:16:18],Professor Li," Oh yeah, of course. Um, yeah, mentorship, definitely. I think it's, it's crucial.",Technology
[00:16:24],Professor Li," Um, I, I just remember for example, my advisor. He is very, uh, encouraging and very supportive. And I, uh, and also another professor when I was a graduate student, like she was so encouraging. Yeah, I remember, um, like one of my paper was rejected, uh, five times. I. Um, yeah, it's, it's very frustrating. Um, like sometimes without that encourage",Technology
[00:16:56],Professor Li," Yeah. But it, yeah, encouraging you, um, give you advice, et cetera. So I feel, oh, it's not that bad. Maybe, uh, I can move on. Yeah. So, And, um, like the, the, like mentors, they, um, they guided me considering like how to do research, how to write, how to collaborate, uh, how to do a lot of things like how to, uh, manage that, uh, work-life bala",Technology
[00:17:25],Professor Li," Yeah. Yeah. I, I would say mentorship definitely is crucial. Okay.",Technology
[00:17:30],Mansi," Uh, and then, um, How did you manage, uh, making sure that you have a good network with your colleagues or outside world while you, because I feel like when graduate students go into research work or academia, it gets very overloaded with like your research work.",
[00:17:48],Mansi," So how did you make, uh, those, those transitions?",
[00:17:52],Professor Li," Hmm. Yes. I would say in general, like I'm a people person, so I like to be with people. Um, I like to communicate with people. I, I guess that's for personality. Like I can understand just working on my own. Okay. So I need to talk with people like maybe so, and also because of the, uh, nature of my field, like statistics.",Network
[00:18:15],Professor Li," Right. You have to, uh, You have to collaborate with people from other fields to come up with problems to solve and, uh, how to, uh, uh, interpret it. Right? A lot of things like I just cannot do it on my own. And also, where can I get the data? How to formulate, uh, Formula a problem, et cetera. So like I, I guess I have to Okay.",Network
[00:18:42],Professor Li," Collaborate with people. And then I u is, especially, I'm not sure the other department, but a college of engineering, um, is a very, uh, collaborative environment like our department. Right. So the in general, uh, encourage you to collaborate with other people, like communicate your research. Yeah. There are a lot of.",Network
[00:19:03],Professor Li," Opportunities and the events, seminars, right. For you to, uh, and also conferences. So as long as you keep attending those and, uh, actively Right. Uh, do things. Yeah. Can other people will drag you into the network? I mean, work. Yeah.",Network
[00:19:24],Mansi," Yeah. Okay. Uh, well, yes. Yeah. Thank you so much for sharing that. No. In terms of, you just mentioned about how your department is more collaborative.",
[00:19:35],Mansi," Yeah. And so moving towards that, more of your experience at I S U last five years. Mm-hmm. Yes. Um, how do you perceive the progress, which, uh, took place in last five years, if you think there was a progress in, in terms of diversity inclusion? Mm-hmm. In terms of students. In terms of faculty. Mm-hmm. Do you see a progressiveness there?",
[00:19:55],Mansi," Progress there? If, um, and if there was, uh, if you have a power to change something, if, if you would like to share, what will be that? Um, well",
[00:20:06],Professor Li," definitely the people are talking more and about, more about diversity and inclusion. Um, I know like our department, uh, has all this, uh, recruit events, try to reach out to.",ISU Diversity
[00:20:21],Professor Li," Um, middle school, high school students and uh, undergraduate student. So I definitely see people, uh, pay more attention to it. Mm-hmm. I'm not sure how effective is it? It is, but I definitely see the. People are, yeah. Talking about it, uh, and doing something about it. Um, so, 'cause there is a effect. I, I'm not sure I, five years, I think it's",ISU Diversity
[00:20:51],Professor Li, That's my perception.,ISU Diversity
[00:20:54],Mansi," Yeah. No, that. Is, uh, totally. Yeah, that's for sure. Five years is not a long time to have observed such a crucial, uh, part of um mm-hmm. The entirety of diversity and inclusion. Um, but yeah, as you mentioned, there are small steps taken. Um mm-hmm. And probably in next five years we'll see more, uh, more changes taking place.",
[00:21:16],Mansi," Um, So well, in terms of kind of wrapping up the interview, um mm-hmm. I, based on your experience, what a advice would you give to an aspiring Asian woman coming into STEM field?",
[00:21:31],Professor Li," Um, yeah, yeah, definitely. I would say one thing is do not give up.",Career Advice
[00:21:37],Mansi, Do not give up. Okay.,
[00:21:38],Professor Li," Yeah. Yeah. I think there are several, I mean, um, there are several times I, I want to give up.",Career Advice
[00:21:45],Professor Li," Um, yeah. I feel like, oh, it's so difficult. But then, yeah, like  in a university. friends, families, mentors, they encouraged me and then, okay, let me try, uh, one more time. And so just to keep going forward. And, uh, sometimes yeah, it goes down, sometimes goes up a little bit, but eventually, uh, yeah, I, I, I didn't. Expect that I would be, I would be, I woul",Career Advice
[00:22:13],Professor Li," I mean, when I was a student, I thought, oh, it was so hard. I cannot make it. Yeah. I, I never doubt thought about it, and then, yeah, somehow",Career Advice
[00:22:24],Mansi, you just didn't give up the entire time.,
[00:22:27],Professor Li," Yeah. Yeah. I would see, so yeah. Perseverance. Yep. Yep. Mm-hmm.",Career Advice
[00:22:33],Mansi," Yeah, for sure. Well, thank you so much for that. Um mm-hmm. Sweet. Um, kind of.",
[00:22:39],Mansi," Uh, advice for the students, upcoming students that never give up. Mm-hmm. Uh, even though how hard the situations get. And thank you so much for your time for this interview, for taking the initiative to Oh, my pleasure. Your time to this project, Uhhuh, and I hope this was fun for you too, to kind of talk Oh, yeah.",
[00:22:58],Mansi," Yes. Experience and, um, hopefully students and whoever watches it kind of get inspiration from all. Sure. Sure. Which again, Dr. Li, um, I really appreciate",
[00:23:11],Professor Li," your time. Mm-hmm. My pleasure. Yeah. I hope your research goes well. Yeah. I hope you Yeah. You can gain insights from your research that will be helpful, uh, to the community.",Career Advice
[00:23:22],Professor Li, Yeah.,
[00:23:22],Mansi," Yeah, absolutely. And I'll reach out to you by, um, kind of next week again with the email, uh, kind of follow up on the interview and then we'll talk. Mm-hmm. Um, if you want to share any particular research work you did, I do have some background information about your work, which is already on ISU website.",
[00:23:41],Mansi," Mm-hmm. So when the profile of your interview will be created on the new website, we kind of. Like to include the links to your research paper for everyone. Sure. For the ease of access kind of thing, right? Mm-hmm. Yes. But if there's any ongoing project you would like to share with us mm-hmm. Definitely feel free to email me",
[00:24:01],Professor Li, anytime.,
[00:24:02],Professor Li," Oh, sure. Sure. Thank you. Yeah, I think all my papers that are published are on my personal website, so. Okay. Yeah, I think that link is sufficient. Okay.",
[00:24:10],Mansi, That then it's perfect. Okay. Thank you so,
[00:24:13],Professor Li," much again for your time. Thank you. Yeah. Have day. Bye-Bye, Nancy.",
