timestamp,speaker,words,tags
[00:08:56],Mansi," Okay. That's good to know. Yeah. And the second part of the question was how, how networking plays role in your career.",
[00:09:05],Mansi," And I think more about. How you pursued networking once you got into your graduate studies. Because I feel like once people are into research, there is not much time and not much effort put into the other side of the business of like networking and making connections. Yeah. So, yeah. Yeah.",
[00:09:25],Dr. Lu Liu," So I, I think I, I benefited from the networks of my supervisors while in school.",Networking
[00:09:32],Dr. Lu Liu," They were very well connected with the industry and academia. So I benefit quite a bit from those existing networks, but also branched out myself. While going on conferences, meetings, you know, and making connections myself. You know, I think being a graduate student has this advantage because you can just walk up to these people, introduce yourself and they wouldn't feel like offended.",Networking
[00:09:54],Dr. Lu Liu," 'cause you're a graduate student, you don't, yeah. So I feel like, you know, this is but you gotta be bold. You gotta be brave and you gotta step out of your comfort zone. That's something that a lot of, I feel like a lot of East Asian womens. Have problems with no. You know, while growing up we were not, well, we were not used to, you know, walking up to strangers introduce ourselves.",Networking
[00:10:18],Dr. Lu Liu," But that, that's a culture that's here in the US and and I completely feel that. I feel that it is, it is it is necessary and it is, it is important for our careers especially being a women and engineer. You, you have to, you have to be comfortable around. People, you have to, you know, like especially your male colleagues, they you know, they come in with the advantage of being male and, and white and senior.",Networking
[00:10:44],Dr. Lu Liu," So but you know, being Asian and female and young, you, you have to put in more effort into networking. That's how I feel. Absolutely.",Networking
[00:10:53],Mansi," Yeah. You, you just reminded me when you mentioned about like how East Asian women were not like, You know, you don't walk to a stranger. Yeah. I think as a South Asian, I never did that.",
[00:11:04],Mansi," And when I go into networking event here, everyone just starts talking. Yeah. And I'm just in the corner thinking about how I'm supposed to approach, you know, like Right. How I'm supposed to like put myself out so much being like, Hey, you know, what are you doing? Kind of right. Right. So how did you overcome that?",
[00:11:24],Mansi," How did you, were there like, anything you, any small steps you took towards Right. Becoming that outspoken person? Yeah,",
[00:11:33],Dr. Lu Liu," I, I don't know if I'm outspoken, but I'm definitely more outspoken than 10 years ago. You know, the first, I wanna say the first two or three years while being in the US I was pretty timid and you know, kind of.",Motivations; Networking
[00:11:46],Dr. Lu Liu," Keep everything to myself. I was still being the typical East Asian female. But, but then I realized that, that this is not helping me. This is not helping my career or research. I'm not going anywhere with this. So I've, you know, looked around, looked at my other classmates. Who are also female, but maybe not Asian, but they are much more outspoken and they, they approach to people and introduce their research, introduce themselves, you know, especially at the conferences where you stand next to your poster.",Motivations; Networking
[00:12:14],Dr. Lu Liu," People come around and they say, Hey, you're interested in my research. You want me to give you the gist of it? I just stand there, you know, and waiting for people to count me. But, This is much less interactive. Right. So I decided to just, you know, mimic the way they do it and that, and then, you know, and then you improve step by step and gradually become more outspoken.",Motivations; Networking
[00:12:33],Dr. Lu Liu," Outspoken. So yeah, it, it takes training. Some training, I guess, and it's courage.",Motivations; Networking
[00:12:38],Mansi," Yeah. Yeah. No, definitely takes courage. I think it's just that one push you need to give yourself. And Yeah, then you'll be like, oh, this works. I can do this. Okay. Thank you so much for sharing that. So next let's move on to we, I, I know you spent like two years here so far.",
[00:12:58],Mansi," But did you work outside of academia at all? Have you worked in industry? Do you work currently with your academia, with the industry? Tell me more about that.",
[00:13:09],Dr. Lu Liu," Yeah, that's a good question. I worked in industry very briefly when I after I got my master's degree, I worked in a, a very traditional oil and a gas company in Oklahoma City.",Industry Experience
[00:13:21],Dr. Lu Liu," And I. But the pay was okay, but I didn't really enjoy the work because it is very routine. I go there clocking every day at eight 30 and clock out at four 30 every day. It's just kind of boring to me. And you do the same work over and over again. So I quit that job and then moved to Maryland later as I told you.",Industry Experience
[00:13:40],Dr. Lu Liu," And then I also worked very briefly, maybe one year in a nonprofit organization. Hmm. So that was a very valuable experience to me because I. You know, in most NGOs they're not very wealthy, so you have to look for your own funding. So I developed. A lot of skills regarding to grantsmanship and, you know funding securement.",Industry Experience
[00:14:06],Dr. Lu Liu," So I feel like that was a very, very valuable experience to a lot of people who had little training in grantsmanship or in school. Right. We didn't really get to write proposals ourselves. And But the, so, so this experience at N G O really helped me build that skill and also connected me to more industry people.",Industry Experience
[00:14:26],Dr. Lu Liu,Hmm. So I felt like that was a very good experience and I wish that my student could have the same experience. Yeah.,Industry Experience
[00:14:34],Mansi," Absolutely. Yeah. I think when you talk talk about anyone graduating and looking for jobs, not many people want to go into NGOs, and that might be just me not knowing more, but like nonprofits are probably the last I.",
[00:14:51],Mansi," Resort. Yes. The last resort. Mm-hmm. And I have known some of my friends who are in student affairs who really want to work for nonprofits. But then when you talk about engineering or STEM fields, I don't see a lot of my friends talking about working for nonprofits. Right. Yeah. Because everyone is eyeing for that, you know, the fancy job titles Yeah.",
[00:15:13],Mansi," And the fancy companies. But that's good to know that a nonprofit organization work experience was so much beneficial for you. Yeah. And definitely, yeah, students should learn from that.",
[00:15:26],Dr. Lu Liu," Yeah. I, I, yeah. The, the, the pay is not that good at ngo. I'm sure you know that, but it's really the, the the training you can get at these NGOs because you, you're kind of independent.",Industry Experience
[00:15:40],Dr. Lu Liu," You are on your own. You go out, talk to people, look for money and support. So yeah, it's like building your own company, but with very little support.",Industry Experience
[00:15:50],Mansi," Okay. Let's put it like that then. Yeah. Okay, so going back to your journey at i u so far and it's Yeah, let me put it like that. So how do you pursue, so far, what has changed in STEM field for Asian women specifically in terms of diversity and inclusion?",
[00:16:11],Mansi," Where you started, when you started till today, have you seen changes? And if not, what would you like if, if there are some changes you would, like, if you had power to do some changes, right. What would that be? Okay.",
[00:16:26],Dr. Lu Liu,Let's see. So I've only been with I S U for two years. What I noticed is when we started.,ISU Diversity
[00:16:32],Dr. Lu Liu," We have about 30% of women faculty. Now it's still about 30%, but we did include a few more female faculty. Okay. So that was an improvement that I can see. And also the female students in our department is about 20%, and that has been static for many years. So I think that should be improved.",ISU Diversity
[00:16:53],Dr. Lu Liu," I don't know why the female students do not choose to come here, but it's been. 20% for many, many years as I heard. But I think increasing the number of female faculty in our department would probably help with the female students recruitment. Hmm. And another shocking thing that I recently learned is one of the, so.",ISU Diversity
[00:17:13],Dr. Lu Liu," Our oldest female faculty in our department was promoted to a full professor years ago, and she was the first female full professor in our department in 150 years. Oh, wow. So that was shocking to me. Our department has been existed for 150 years and she's the first female full professor, and she was only promoted a few years ago.",ISU Diversity
[00:17:37],Dr. Lu Liu," Okay. So I'm like, oh, okay. Things",
[00:17:40],Mansi," gotta change. Yep, yep. Things gotta change.",
[00:17:44],Dr. Lu Liu," Yeah. Yeah. So, you know, and, and I, I I don't know, I talked to some associate professors who are female. They are also eligible to be promoted to full professor, but. I feel like, you know, they sometimes feel like, oh, timing, it's not right.",Women in STEM; ISU Diversity
[00:17:58],Dr. Lu Liu," Mm-hmm. Or they have other family obligations, you know, they have this and that. I feel like women worry a lot for their male colleague. They may just say, okay, I'm gonna submit the application and go, yeah. But for female, we tend to worry about a lot of things. What if I fail? And then, you know, so yeah.",Women in STEM; ISU Diversity
[00:18:15],Dr. Lu Liu," So I think for, I don't know, maybe it will occur to me again when, when I go up for Professor, I don't know.",Women in STEM; ISU Diversity
[00:18:22],Mansi," Yeah, you should. And I'm in contact with you and I'm going to be like, Hey Lou, have you been the full professor? So thank you so far. You have shared so much about your journey and how things have progressed or not progressed.",
[00:18:39],Mansi," But let's change gears towards we would, and I would especially like to hear what you're doing right now in your research area. What have you done? So. Maybe share a memorable accomplishment of yours or contribution? It can be more than one. I am sure you have more than one. Yeah.",
[00:18:57],Dr. Lu Liu," Okay. Well, let's see.",
[00:19:00],Dr. Lu Liu," Yeah. One recent achievement is that I co wrote a news article with my colleague, my male colleague, and got it published on the I think it's called The Conversation. I wanna double check, but it's this online platform for public education about science, engineering and math stem basically. So I actually got the Invitation from our engineering communication office.",Accomplishment
[00:19:27],Dr. Lu Liu," They're saying that, oh, these editors are looking for expert opinions about flooding in Florida. Would you be willing to provide pers some perspectives? And I said sure. And I co-wrote it with my with my colleague. And this news article got a lot of. Readers readerships. And it actually was read by somebody in Indiana who is organizing the Indiana Water Summit.",Accomplishment
[00:19:51],Dr. Lu Liu," And they reached out to us and invited us to speak at their water summit in this upcoming August. So I did not expect that to happen at all. I was just thinking, oh, I'm just gonna provide some opinions, and that's it. But it actually led to something else that was. Even, you know, like that's something I would ne probably not do you know, like as an invited speaker at a water summit.",Accomplishment
[00:20:15],Dr. Lu Liu," So that's something I have never thought about. So I guess I wanna say that I wanna say that you know, as a, as a junior faculty Especially Asian female. We wanna take the opportunities as much as we can, and also be courageous about it. And, you know, when they reached out to me, say, you wanna provide opinions, I actually worried about it.",Accomplishment
[00:20:40],Dr. Lu Liu," I was thinking, oh, Am I qualified enough to comment on this? You know, I had worries like that. And my male colleague said that, oh, why not? You are a professor in water resources. You know, you, you are more than well qualified to comment on this flooding issue. So I thought, okay, let's do that. So, so, you know, I think for, for me, maybe for some other female as well, we, we tend to, Be skeptical skeptical of ourselves, maybe because of the way we were raising or growing up.",Accomplishment
[00:21:10],Dr. Lu Liu," You know, people tell us that you can't do this, you can't do that. So that kind of, you know, had an influence on me. But now being the us you know we gotta be, you gotta have confidence in ourselves. And take the opportunities when opportunities come up. You never know what these opportunities can lead to.",Accomplishment
[00:21:27],Dr. Lu Liu," So like, like this one, it leads to something amazing. Yeah.",
[00:21:31],Mansi," Yeah. First of all, congratulations. Yeah. Thank you for being invited for, as a speaker and for publishing your article. So congratulations. That sounds amazing to me. So thank you again for sharing that. In terms of just kind of wrapping up, mm-hmm.",
[00:21:48],Mansi," Our interview, based on your experience, what would be that one advice for upcoming female, Asian female students coming into academia or STEM field overall? How can they make difference? What, it can be more than one advice. Oh,",
[00:22:04],Dr. Lu Liu," yeah. I guess I would so I have a female student from Iran in my group, and I always tell her that, you know, you, you gotta be confident and speak up.",Career Advice
[00:22:18],Dr. Lu Liu," So yeah, she is kind of like the young me, you know, she was pretty quiet and, you know, keep everything to herself. And she so I always tell her that, you know, at meetings, if you have different opinions, be ready to talk about it, you know, and Let other people hear your voices. 'cause if you don't speak up, nobody would know.",Career Advice
[00:22:38],Dr. Lu Liu," You have different opinions. So, and I think that that can be, you know, I, I would probably give this advice to other young Asian female students who are just like me who, you know, like quiet and timid. You know, like if you can, you know be more brave and outspoken, I think opportunities will come to you naturally.",Career Advice
[00:23:01],Mansi," Yeah, well that was great advice and you just made my morning a lot of energy this morning, so I'm excited. Oh, thank you for my next interviews. But thank you so much again, Lou, for signing up for this. And as I mentioned, we'll do some, a little bit of I'll send you an email with more details and how you can access everything else.",
[00:23:21],Mansi," But thank you so much for joining the interview today. Taking out your time, and I hope this was fun for you too. Yeah, totally. Take up some time for talking about yourself. I feel like we, as a woman, we don't talk much about us. Right? Exactly.",
[00:23:35],Dr. Lu Liu," Exactly. Well, I appreciate the work you do, man. This sounds very important.",Career Advice
[00:23:41],Mansi," I wish I had more time and like I could dedicate more time, but this is a summer project, so turnaround is quick. But thank you so much for signing up. Really appreciate your time. Thank you. Thank.",
